;ENG;FRA;ITA;SPA;GER;POL;RUS;RUS;;;X;
PROV7426;Santa Catalina;Santa Catalina;Santa Catalina;Santa Catalina;Santa Catalina;Santa Catalina;Santa Catalina;Санта Каталина;;;X;
PROV7427;Alerta;Alerta;Alerta;Alerta;Alerta;Alerta;Alerta;Алерта;;;X;
PROV7428;Socompa;Socompa;Socompa;Socompa;Socompa;Socompa;Socompa;Сокомпа;;;X;
PROV7429;Machala;Machala;Machala;Machala;Machala;Machala;Machala;Мачала;;;X;
PROV7430;Zamora;Zamora;Zamora;Zamora;Zamora;Zamora;Zamora;Замора;;;X;
PROV7431;Ibarra;Ibarra;Ibarra;Ibarra;Ibarra;Ibarra;Ibarra;Ибарра;;;X;
PROV7432;Sullana;Sullana;Sullana;Sullana;Sullana;Sullana;Sullana;Суллана;;;X;
PROV7433;Tumbes;Tumbes;Tumbes;Tumbes;Tumbes;Tumbes;Tumbes;Тумбес;;;X;
PROV7434;Orellana;Orellana;Orellana;Orellana;Orellana;Orellana;Orellana;Ореллана;;;X;
PROV7435;Tiwintza;Tiwintza;Tiwintza;Tiwintza;Tiwintza;Tiwintza;Tiwintza;Тивинза;;;X;
PROV7436;Mohale's Hoek;Mohale's Hoek;Mohale's Hoek;Mohale's Hoek;Mohale's Hoek;Mohale's Hoek;Mohale's Hoek;Мохале Хок;;;X;
PROV7437;Pofadder;Pofadder;Pofadder;Pofadder;Pofadder;Pofadder;Pofadder;Пофаддер;;;X;
PROV7438;Bitterfontein;Bitterfontein;Bitterfontein;Bitterfontein;Bitterfontein;Bitterfontein;Bitterfontein;Биттерфонтейн;;;X;
PROV7439;Fraserburg;Fraserburg;Fraserburg;Fraserburg;Fraserburg;Fraserburg;Fraserburg;Фразербург;;;X;
PROV7440;Mindelo;Mindelo;Mindelo;Mindelo;Mindelo;Mindelo;Mindelo;Миндело;;;X;
PROV7441;Santa Maria;Santa Maria;Santa Maria;Santa Maria;Santa Maria;Santa Maria;Santa Maria;Санта Мария;;;X;
PROV7442;Inkashathi;Inkashathi;Inkashathi;Inkashathi;Inkashathi;Inkashathi;Inkashathi;Инкашати;;;X;
PROV7443;Erasa;Erasa;Erasa;Erasa;Erasa;Erasa;Erasa;Ераса;;;X;
PROV7444;Ambanja;Ambanja;Ambanja;Ambanja;Ambanja;Ambanja;Ambanja;Амбанья;;;X;
PROV7445;Abadula;Abadula;Abadula;Abadula;Abadula;Abadula;Abadula;Абадула;;;X;
PROV7446;Sitona;Sitona;Sitona;Sitona;Sitona;Sitona;Sitona;Ситона;;;X;
PROV7447;Nakfa;Nakfa;Nakfa;Nakfa;Nakfa;Nakfa;Nakfa;Накфа;;;X;
PROV7448;Yabelo;Yabelo;Yabelo;Yabelo;Yabelo;Yabelo;Yabelo;Ябело;;;X;
PROV7449;Hargele;Hargele;Hargele;Hargele;Hargele;Hargele;Hargele;Харгеле;;;X;
PROV7450;Guzur Hanis;Guzur Hanis;Guzur Hanis;Guzur Hanis;Guzur Hanis;Guzur Hanis;Guzur Hanis;Гузур Ханис;;;X;
PROV7451;Asele;Asele;Asele;Asele;Asele;Asele;Asele;Аселе;;;X;
PROV7452;Storuman;Storuman;Storuman;Storuman;Storuman;Storuman;Storuman;Сторуман;;;X;
PROV7453;Ljusdal;Ljusdal;Ljusdal;Ljusdal;Ljusdal;Ljusdal;Ljusdal;Льюсдал;;;X;
PROV7454;Gдllivare;Gдllivare;Gдllivare;Gдllivare;Gдllivare;Gдllivare;Gдllivare;Галливаре;;;X;
PROV7455;Sawakin;Sawakin;Sawakin;Sawakin;Sawakin;Sawakin;Sawakin;Савакин;;;X;
PROV7456;Western Barents Sea;Western Barents Sea;Western Barents Sea;Western Barents Sea;Western Barents Sea;Western Barents Sea;Western Barents Sea;запад Баренцева моря;;;X;
PROV7457;Central Norwegian Sea;Central Norwegian Sea;Central Norwegian Sea;Central Norwegian Sea;Central Norwegian Sea;Central Norwegian Sea;Central Norwegian Sea;центр Норвежского моря;;;X;
PROV7458;Eldstemetten Sea Mounts;Eldstemetten Sea Mounts;Eldstemetten Sea Mounts;Eldstemetten Sea Mounts;Eldstemetten Sea Mounts;Eldstemetten Sea Mounts;Eldstemetten Sea Mounts;поднятия моря Эльдстеметтен;;;X;
PROV7459;Northern Faroes Gap;Northern Faroes Gap;Northern Faroes Gap;Northern Faroes Gap;Northern Faroes Gap;Northern Faroes Gap;Northern Faroes Gap;север Фареских о-вов;;;X;
PROV7460;East Icelandic Slope;East Icelandic Slope;East Icelandic Slope;East Icelandic Slope;East Icelandic Slope;East Icelandic Slope;East Icelandic Slope;восток Исландского уклона;;;X;
PROV7461;Central Faroes Gap;Central Faroes Gap;Central Faroes Gap;Central Faroes Gap;Central Faroes Gap;Central Faroes Gap;Central Faroes Gap;центр Фарерских о-вов;;;X;
PROV7462;Faroes Sea Mounts;Faroes Sea Mounts;Faroes Sea Mounts;Faroes Sea Mounts;Faroes Sea Mounts;Faroes Sea Mounts;Faroes Sea Mounts;отмель Фарерских вод;;;X;
PROV7463;Hatton Bank;Hatton Bank;Hatton Bank;Hatton Bank;Hatton Bank;Hatton Bank;Hatton Bank;отмель Хаттон;;;X;
PROV7464;Western Icelandic Slope;Western Icelandic Slope;Western Icelandic Slope;Western Icelandic Slope;Western Icelandic Slope;Western Icelandic Slope;Western Icelandic Slope;запад Исландского уклона;;;X;
PROV7465;Southern Denmark Strait;Southern Denmark Strait;Southern Denmark Strait;Southern Denmark Strait;Southern Denmark Strait;Southern Denmark Strait;Southern Denmark Strait;юг Датского пролива;;;X;
PROV7466;Greenland Mid-Atlantic Ridge;Greenland Mid-Atlantic Ridge;Greenland Mid-Atlantic Ridge;Greenland Mid-Atlantic Ridge;Greenland Mid-Atlantic Ridge;Greenland Mid-Atlantic Ridge;Greenland Mid-Atlantic Ridge;Гренландский ср.Атлант. хребет;;;X;
PROV7467;Icelandic Mid-Atlantic Ridge-South;Icelandic Mid-Atlantic Ridge-South;Icelandic Mid-Atlantic Ridge-South;Icelandic Mid-Atlantic Ridge-South;Icelandic Mid-Atlantic Ridge-South;Icelandic Mid-Atlantic Ridge-South;Icelandic Mid-Atlantic Ridge-South;юг Исландского ср. Атл. хребта;;;X;
PROV7468;North Western Mid-Atlantic Ridge;North Western Mid-Atlantic Ridge;North Western Mid-Atlantic Ridge;North Western Mid-Atlantic Ridge;North Western Mid-Atlantic Ridge;North Western Mid-Atlantic Ridge;North Western Mid-Atlantic Ridge;северо-запад ср. Атл. хребта;;;X;
PROV7469;Western Celtic Shelf;Western Celtic Shelf;Western Celtic Shelf;Western Celtic Shelf;Western Celtic Shelf;Western Celtic Shelf;Western Celtic Shelf;запад Кельтского шельфа;;;X;
PROV7470;Western Mid-Atlantic Ridge;Western Mid-Atlantic Ridge;Western Mid-Atlantic Ridge;Western Mid-Atlantic Ridge;Western Mid-Atlantic Ridge;Western Mid-Atlantic Ridge;Western Mid-Atlantic Ridge;запад ср. Атлант. хребта;;;X;
PROV7471;North Celtic Shelf;North Celtic Shelf;North Celtic Shelf;North Celtic Shelf;North Celtic Shelf;North Celtic Shelf;North Celtic Shelf;север Кельтского шельфа;;;X;
PROV7472;East Iberian Abyssal Plain;East Iberian Abyssal Plain;East Iberian Abyssal Plain;East Iberian Abyssal Plain;East Iberian Abyssal Plain;East Iberian Abyssal Plain;East Iberian Abyssal Plain;восток Иберийской котловины;;;X;
PROV7473;West Iberian Abyssal Plain;West Iberian Abyssal Plain;West Iberian Abyssal Plain;West Iberian Abyssal Plain;West Iberian Abyssal Plain;West Iberian Abyssal Plain;West Iberian Abyssal Plain;запад Иберийской котловины;;;X;
PROV7474;Sea of Azores-North;Sea of Azores-North;Sea of Azores-North;Sea of Azores-North;Sea of Azores-North;Sea of Azores-North;Sea of Azores-North;север Азорских вод;;;X;
PROV7475;South Iberian Abyssal Plain;South Iberian Abyssal Plain;South Iberian Abyssal Plain;South Iberian Abyssal Plain;South Iberian Abyssal Plain;South Iberian Abyssal Plain;South Iberian Abyssal Plain;юг Иберийской котловины;;;X;
PROV7476;Sea of Azores-East;Sea of Azores-East;Sea of Azores-East;Sea of Azores-East;Sea of Azores-East;Sea of Azores-East;Sea of Azores-East;восток Азорских вод;;;X;
PROV7477;Azores Sea Mounts-West;Azores Sea Mounts-West;Azores Sea Mounts-West;Azores Sea Mounts-West;Azores Sea Mounts-West;Azores Sea Mounts-West;Azores Sea Mounts-West;запад Азорских вод;;;X;
PROV7478;Azores Sea Mounts- Central;Azores Sea Mounts- Central;Azores Sea Mounts- Central;Azores Sea Mounts- Central;Azores Sea Mounts- Central;Azores Sea Mounts- Central;Azores Sea Mounts- Central;центр Азорских вод;;;X;
PROV7479;Gibraltar Abyssal Plain;Gibraltar Abyssal Plain;Gibraltar Abyssal Plain;Gibraltar Abyssal Plain;Gibraltar Abyssal Plain;Gibraltar Abyssal Plain;Gibraltar Abyssal Plain;Гибралтарская котловина;;;X;
PROV7480;Thor's Twins;Thor's Twins;Thor's Twins;Thor's Twins;Thor's Twins;Thor's Twins;Thor's Twins;Близнецы Тора;;;X;
PROV7481;Bermuda-Azores Mid-Atlantic Ridge;Bermuda-Azores Mid-Atlantic Ridge;Bermuda-Azores Mid-Atlantic Ridge;Bermuda-Azores Mid-Atlantic Ridge;Bermuda-Azores Mid-Atlantic Ridge;Bermuda-Azores Mid-Atlantic Ridge;Bermuda-Azores Mid-Atlantic Ridge;Бермудо-Азоры;;;X;
PROV7482;Western Mid-Atlantic Ridge Plateau;Western Mid-Atlantic Ridge Plateau;Western Mid-Atlantic Ridge Plateau;Western Mid-Atlantic Ridge Plateau;Western Mid-Atlantic Ridge Plateau;Western Mid-Atlantic Ridge Plateau;Western Mid-Atlantic Ridge Plateau;запад плато ср. Атл. хребта;;;X;
PROV7483;North Bermuda;North Bermuda;North Bermuda;North Bermuda;North Bermuda;North Bermuda;North Bermuda;Северные Бермуды;;;X;
PROV7484;West Bermuda;West Bermuda;West Bermuda;West Bermuda;West Bermuda;West Bermuda;West Bermuda;Западные Бермуды;;;X;
PROV7485;South Florida Slope;South Florida Slope;South Florida Slope;South Florida Slope;South Florida Slope;South Florida Slope;South Florida Slope;юг Флоридского склона;;;X;
PROV7486;Porcupine Abyssal Plain;Porcupine Abyssal Plain;Porcupine Abyssal Plain;Porcupine Abyssal Plain;Porcupine Abyssal Plain;Porcupine Abyssal Plain;Porcupine Abyssal Plain;Дно впадины Дикобраза;;;X;
PROV7487;Gran Canaria Sea Mounts-West;Gran Canaria Sea Mounts-West;Gran Canaria Sea Mounts-West;Gran Canaria Sea Mounts-West;Gran Canaria Sea Mounts-West;Gran Canaria Sea Mounts-West;Gran Canaria Sea Mounts-West;запад вод Гран Канарии;;;X;
PROV7488;North East Central Mid-Atlantic Ridge;North East Central Mid-Atlantic Ridge;North East Central Mid-Atlantic Ridge;North East Central Mid-Atlantic Ridge;North East Central Mid-Atlantic Ridge;North East Central Mid-Atlantic Ridge;North East Central Mid-Atlantic Ridge;северо-восток центра ср. Атл. хребта;;;X;
PROV7489;South Azores Approach;South Azores Approach;South Azores Approach;South Azores Approach;South Azores Approach;South Azores Approach;South Azores Approach;южные подходы к Азорам;;;X;
PROV7490;North Central Mid-Atlantic Ridge;North Central Mid-Atlantic Ridge;North Central Mid-Atlantic Ridge;North Central Mid-Atlantic Ridge;North Central Mid-Atlantic Ridge;North Central Mid-Atlantic Ridge;North Central Mid-Atlantic Ridge;север центра ср. Атл. хребта;;;X;
PROV7491;Central Mid-Atlantic Ridge;Central Mid-Atlantic Ridge;Central Mid-Atlantic Ridge;Central Mid-Atlantic Ridge;Central Mid-Atlantic Ridge;Central Mid-Atlantic Ridge;Central Mid-Atlantic Ridge;центр ср. Атл. хребта;;;X;
PROV7492;Eastern Antilles Shelf;Eastern Antilles Shelf;Eastern Antilles Shelf;Eastern Antilles Shelf;Eastern Antilles Shelf;Eastern Antilles Shelf;Eastern Antilles Shelf;восток Антильского шельфа;;;X;
PROV7493;Western Central Mid-Atlantic Ridge;Western Central Mid-Atlantic Ridge;Western Central Mid-Atlantic Ridge;Western Central Mid-Atlantic Ridge;Western Central Mid-Atlantic Ridge;Western Central Mid-Atlantic Ridge;Western Central Mid-Atlantic Ridge;Western Central Mid-Atlantic Ridge;;;X;
PROV7494;North-Western Central Mid-Atlantic Ridge;North-Western Central Mid-Atlantic Ridge;North-Western Central Mid-Atlantic Ridge;North-Western Central Mid-Atlantic Ridge;North-Western Central Mid-Atlantic Ridge;North-Western Central Mid-Atlantic Ridge;North-Western Central Mid-Atlantic Ridge;северо-запад центра Атл. хребта;;;X;
PROV7495;Western South-Central Mid-Atlantic Ridge;Western South-Central Mid-Atlantic Ridge;Western South-Central Mid-Atlantic Ridge;Western South-Central Mid-Atlantic Ridge;Western South-Central Mid-Atlantic Ridge;Western South-Central Mid-Atlantic Ridge;Western South-Central Mid-Atlantic Ridge;запад юго-центра ср. Атл. хребта;;;X;
PROV7496;East Cap Verde Sea Mounts;East Cap Verde Sea Mounts;East Cap Verde Sea Mounts;East Cap Verde Sea Mounts;East Cap Verde Sea Mounts;East Cap Verde Sea Mounts;East Cap Verde Sea Mounts;восточные отмели Кабо Верде;;;X;
PROV7497;West Cap Verde Sea Mounts;West Cap Verde Sea Mounts;West Cap Verde Sea Mounts;West Cap Verde Sea Mounts;West Cap Verde Sea Mounts;West Cap Verde Sea Mounts;West Cap Verde Sea Mounts;западные отмели Кабо Верде;;;X;
PROV7498;South-Eastern South-Central Mid-Atlantic Ridge;South-Eastern South-Central Mid-Atlantic Ridge;South-Eastern South-Central Mid-Atlantic Ridge;South-Eastern South-Central Mid-Atlantic Ridge;South-Eastern South-Central Mid-Atlantic Ridge;South-Eastern South-Central Mid-Atlantic Ridge;South-Eastern South-Central Mid-Atlantic Ridge;юго-восток юго-центра ср. Атл. хребта;;;X;
PROV7499;Cap Verde Mid-Atlantic Ridge;Cap Verde Mid-Atlantic Ridge;Cap Verde Mid-Atlantic Ridge;Cap Verde Mid-Atlantic Ridge;Cap Verde Mid-Atlantic Ridge;Cap Verde Mid-Atlantic Ridge;Cap Verde Mid-Atlantic Ridge;район вод Кабо Верде;;;X;
PROV7500;Southern Cap Verde Mid-Atlantic Ridge;Southern Cap Verde Mid-Atlantic Ridge;Southern Cap Verde Mid-Atlantic Ridge;Southern Cap Verde Mid-Atlantic Ridge;Southern Cap Verde Mid-Atlantic Ridge;Southern Cap Verde Mid-Atlantic Ridge;Southern Cap Verde Mid-Atlantic Ridge;южный район вод Кабо Верде;;;X;
PROV7501;Ascension Mid-Atlantic Ridge;Ascension Mid-Atlantic Ridge;Ascension Mid-Atlantic Ridge;Ascension Mid-Atlantic Ridge;Ascension Mid-Atlantic Ridge;Ascension Mid-Atlantic Ridge;Ascension Mid-Atlantic Ridge;возвышенность ср. Атл. хребта;;;X;
PROV7502;North Pernambuco Plain;North Pernambuco Plain;North Pernambuco Plain;North Pernambuco Plain;North Pernambuco Plain;North Pernambuco Plain;North Pernambuco Plain;север плато Пернамбуко;;;X;
PROV7503;West Guinea Basin;West Guinea Basin;West Guinea Basin;West Guinea Basin;West Guinea Basin;West Guinea Basin;West Guinea Basin;запад Гвинейского бассейна;;;X;
PROV7504;Pernambuco Plain;Pernambuco Plain;Pernambuco Plain;Pernambuco Plain;Pernambuco Plain;Pernambuco Plain;Pernambuco Plain;плато Пернамбуко;;;X;
PROV7505;Central Southern Mid-Atlantic Ridge;Central Southern Mid-Atlantic Ridge;Central Southern Mid-Atlantic Ridge;Central Southern Mid-Atlantic Ridge;Central Southern Mid-Atlantic Ridge;Central Southern Mid-Atlantic Ridge;Central Southern Mid-Atlantic Ridge;центр южного ср. Атл. хребта;;;X;
PROV7506;Central Ascension Fracture Zone;Central Ascension Fracture Zone;Central Ascension Fracture Zone;Central Ascension Fracture Zone;Central Ascension Fracture Zone;Central Ascension Fracture Zone;Central Ascension Fracture Zone;центр разлома о. Вознесения;;;X;
PROV7507;South Western Ascension Fracture Zone;South Western Ascension Fracture Zone;South Western Ascension Fracture Zone;South Western Ascension Fracture Zone;South Western Ascension Fracture Zone;South Western Ascension Fracture Zone;South Western Ascension Fracture Zone;юго-запад разлома о. Вознесения;;;X;
PROV7508;North-West Ascension Basin;North-West Ascension Basin;North-West Ascension Basin;North-West Ascension Basin;North-West Ascension Basin;North-West Ascension Basin;North-West Ascension Basin;северо-запад о. Вознесения;;;X;
PROV7509;West Ascension Basin;West Ascension Basin;West Ascension Basin;West Ascension Basin;West Ascension Basin;West Ascension Basin;West Ascension Basin;запад вод о. Вознесения;;;X;
PROV7510;South Atlantic Mid-Atlantic Ridge Spine;South Atlantic Mid-Atlantic Ridge Spine;South Atlantic Mid-Atlantic Ridge Spine;South Atlantic Mid-Atlantic Ridge Spine;South Atlantic Mid-Atlantic Ridge Spine;South Atlantic Mid-Atlantic Ridge Spine;South Atlantic Mid-Atlantic Ridge Spine;центр южно-Атл. хребет;;;X;
PROV7511;Southern pernambuco Abyssal plain;Southern pernambuco Abyssal plain;Southern pernambuco Abyssal plain;Southern pernambuco Abyssal plain;Southern pernambuco Abyssal plain;Southern pernambuco Abyssal plain;Southern pernambuco Abyssal plain;юг впадины Пернамбуко;;;X;
PROV7512;SouthWestern Pernambuco Plain;SouthWestern Pernambuco Plain;SouthWestern Pernambuco Plain;SouthWestern Pernambuco Plain;SouthWestern Pernambuco Plain;SouthWestern Pernambuco Plain;SouthWestern Pernambuco Plain;юго-запад равнины Пернамбуко;;;X;
PROV7513;Southern Pernambuco Plain;Southern Pernambuco Plain;Southern Pernambuco Plain;Southern Pernambuco Plain;Southern Pernambuco Plain;Southern Pernambuco Plain;Southern Pernambuco Plain;юг равнины Пернамбуко;;;X;
PROV7514;North Argentine Plain;North Argentine Plain;North Argentine Plain;North Argentine Plain;North Argentine Plain;North Argentine Plain;North Argentine Plain;север Аргентинского берега;;;X;
PROV7515;North eastern Argentine Plain;North eastern Argentine Plain;North eastern Argentine Plain;North eastern Argentine Plain;North eastern Argentine Plain;North eastern Argentine Plain;North eastern Argentine Plain;северо-восток Аргентинского берега;;;X;
PROV7516;Eastern Argentine Plain;Eastern Argentine Plain;Eastern Argentine Plain;Eastern Argentine Plain;Eastern Argentine Plain;Eastern Argentine Plain;Eastern Argentine Plain;восток Агрентиских вод;;;X;
PROV7517;Southern Argentine Plain;Southern Argentine Plain;Southern Argentine Plain;Southern Argentine Plain;Southern Argentine Plain;Southern Argentine Plain;Southern Argentine Plain;юг Аргентинских вод;;;X;
PROV7518;South eastern Argentine Plain;South eastern Argentine Plain;South eastern Argentine Plain;South eastern Argentine Plain;South eastern Argentine Plain;South eastern Argentine Plain;South eastern Argentine Plain;юго-восток Агрентинских вод;;;X;
PROV7519;America-Antarctic Ridge- West slope;America-Antarctic Ridge- West slope;America-Antarctic Ridge- West slope;America-Antarctic Ridge- West slope;America-Antarctic Ridge- West slope;America-Antarctic Ridge- West slope;America-Antarctic Ridge- West slope;западный склон Амеро-Атлантического хребтаа;;;X;
PROV7520;West Argentine Slope;West Argentine Slope;West Argentine Slope;West Argentine Slope;West Argentine Slope;West Argentine Slope;West Argentine Slope;запад Аргентинского склона;;;X;
PROV7521;River Plate;River Plate;River Plate;River Plate;River Plate;River Plate;River Plate;залив Ла Плата;;;X;
PROV7522;Strait of Magellan;Strait of Magellan;Strait of Magellan;Strait of Magellan;Strait of Magellan;Strait of Magellan;Strait of Magellan;Магелланов пролив;;;X;
PROV7523;Western South Atlantic Mid-Atlantic Ridge Spine;Western South Atlantic Mid-Atlantic Ridge Spine;Western South Atlantic Mid-Atlantic Ridge Spine;Western South Atlantic Mid-Atlantic Ridge Spine;Western South Atlantic Mid-Atlantic Ridge Spine;Western South Atlantic Mid-Atlantic Ridge Spine;Western South Atlantic Mid-Atlantic Ridge Spine;запад южно-Атл. хребта;;;X;
PROV7524;Eastern South Atlantic Mid-Atlantic Ridge Slope;Eastern South Atlantic Mid-Atlantic Ridge Slope;Eastern South Atlantic Mid-Atlantic Ridge Slope;Eastern South Atlantic Mid-Atlantic Ridge Slope;Eastern South Atlantic Mid-Atlantic Ridge Slope;Eastern South Atlantic Mid-Atlantic Ridge Slope;Eastern South Atlantic Mid-Atlantic Ridge Slope;восток южно-Атл. хребта;;;X;
PROV7525;Connector Southern Mid-Atlantic Ridge-Walvis Ridge;Connector Southern Mid-Atlantic Ridge-Walvis Ridge;Connector Southern Mid-Atlantic Ridge-Walvis Ridge;Connector Southern Mid-Atlantic Ridge-Walvis Ridge;Connector Southern Mid-Atlantic Ridge-Walvis Ridge;Connector Southern Mid-Atlantic Ridge-Walvis Ridge;Connector Southern Mid-Atlantic Ridge-Walvis Ridge;соединение хребтов Вэлвис и южно-атлантического;;;X;
PROV7526;South Atlantic Mid-Atlantic Ridge Slope;South Atlantic Mid-Atlantic Ridge Slope;South Atlantic Mid-Atlantic Ridge Slope;South Atlantic Mid-Atlantic Ridge Slope;South Atlantic Mid-Atlantic Ridge Slope;South Atlantic Mid-Atlantic Ridge Slope;South Atlantic Mid-Atlantic Ridge Slope;склон южно-Атл. Хребта;;;X;
PROV7527;Nile Delta ;Nile Delta ;Nile Delta ;Nile Delta ;Nile Delta ;Nile Delta ;Nile Delta ;дельта Нила;;;X;
PROV7528;North Persian Gulf;North Persian Gulf;North Persian Gulf;North Persian Gulf;North Persian Gulf;North Persian Gulf;North Persian Gulf;север Персидского залива;;;X;
PROV7529;Central Red Sea;Central Red Sea;Central Red Sea;Central Red Sea;Central Red Sea;Central Red Sea;Central Red Sea;центр Красного моря;;;X;
PROV7530;Gulf of Aqaba;Gulf of Aqaba;Gulf of Aqaba;Gulf of Aqaba;Gulf of Aqaba;Gulf of Aqaba;Gulf of Aqaba;залив Акаба;;;X;
PROV7531;Bab-el-Mandeleb-Strait;Bab-el-Mandeleb-Strait;Bab-el-Mandeleb-Strait;Bab-el-Mandeleb-Strait;Bab-el-Mandeleb-Strait;Bab-el-Mandeleb-Strait;Bab-el-Mandeleb-Strait;пролив Баб эль Мандеб;;;X;
PROV7532;Crozet Basin;Crozet Basin;Crozet Basin;Crozet Basin;Crozet Basin;Crozet Basin;Crozet Basin;воды Крозе;;;X;
PROV7533;North Crozet Basin;North Crozet Basin;North Crozet Basin;North Crozet Basin;North Crozet Basin;North Crozet Basin;North Crozet Basin;северные воды Крозе;;;X;
PROV7534;South Port Louis Sea;South Port Louis Sea;South Port Louis Sea;South Port Louis Sea;South Port Louis Sea;South Port Louis Sea;South Port Louis Sea;юг вод Порт Луи;;;X;
PROV7535;South West Port Mathurin Shores;South West Port Mathurin Shores;South West Port Mathurin Shores;South West Port Mathurin Shores;South West Port Mathurin Shores;South West Port Mathurin Shores;South West Port Mathurin Shores;South West Port Mathurin Shores;;;X;
PROV7536;Port Louis Sea;Port Louis Sea;Port Louis Sea;Port Louis Sea;Port Louis Sea;Port Louis Sea;Port Louis Sea;воды Порт Луи;;;X;
PROV7537;Cargados Sea;Cargados Sea;Cargados Sea;Cargados Sea;Cargados Sea;Cargados Sea;Cargados Sea;воды Каргадос;;;X;
PROV7538;North Cargados Sea;North Cargados Sea;North Cargados Sea;North Cargados Sea;North Cargados Sea;North Cargados Sea;North Cargados Sea;север вод Каргадос;;;X;
PROV7539;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;South Mascarene Plateau;юг плато Маскарен;;;X;
PROV7540;South West Chagos-Laccadive Plateau;South West Chagos-Laccadive Plateau;South West Chagos-Laccadive Plateau;South West Chagos-Laccadive Plateau;South West Chagos-Laccadive Plateau;South West Chagos-Laccadive Plateau;South West Chagos-Laccadive Plateau;юго-запад Чагос-Лаккадив;;;X;
PROV7541;West Mascarene Plateau;West Mascarene Plateau;West Mascarene Plateau;West Mascarene Plateau;West Mascarene Plateau;West Mascarene Plateau;West Mascarene Plateau;запад Маскаренского плато;;;X;
PROV7542;South Chagos-Laccadive Plateau;South Chagos-Laccadive Plateau;South Chagos-Laccadive Plateau;South Chagos-Laccadive Plateau;South Chagos-Laccadive Plateau;South Chagos-Laccadive Plateau;South Chagos-Laccadive Plateau;юг Чагос -Лаккадив;;;X;
PROV7543;North Mascarene Plateau;North Mascarene Plateau;North Mascarene Plateau;North Mascarene Plateau;North Mascarene Plateau;North Mascarene Plateau;North Mascarene Plateau;север Маскаренского плато;;;X;
PROV7544;Coast of Colombo;Coast of Colombo;Coast of Colombo;Coast of Colombo;Coast of Colombo;Coast of Colombo;Coast of Colombo;берег Коломбо;;;X;
PROV7545;East Ceylon Basin;East Ceylon Basin;East Ceylon Basin;East Ceylon Basin;East Ceylon Basin;East Ceylon Basin;East Ceylon Basin;восточные воды Цейлона;;;X;
